Name,Disaster,Begin_Date,End_Date,Total CPI-Adjusted Cost (Millions of Dollars),Deaths,State
Southeast/Ohio Valley Tornadoes (March 2012),Severe Storm,3/2/12,3/3/12,0,0,OH
Southeast/Ohio Valley Tornadoes (March 2012),Severe Storm,3/2/12,3/3/12,0,0,KY
Southeast/Ohio Valley Tornadoes (March 2012),Severe Storm,3/2/12,3/3/12,0,0,TN
Texas Tornadoes (April 2012),Tornadoes,4/2/12,4/3/12,1330,0,TX
Midwest Tornadoes (April 2012),Tornadoes,4/13/12,4/14/12,1472,6,OK
Midwest Tornadoes (April 2012),Tornadoes,4/13/12,4/14/12,0,0,KS
Midwest Tornadoes (April 2012),Tornadoes,4/13/12,4/14/12,0,0,NE
Midwest Tornadoes (April 2012),Tornadoes,4/13/12,4/14/12,0,0,IA
Midwest/Ohio Valley Severe Weather (April-May 2012),Severe Storm,4/28/12,5/1/12,4291.9,1,TX
Midwest/Ohio Valley Severe Weather (April-May 2012),Severe Storm,4/28/12,5/1/12,0,0,OK
Midwest/Ohio Valley Severe Weather (April-May 2012),Severe Storm,4/28/12,5/1/12,0,0,KS
Midwest/Ohio Valley Severe Weather (April-May 2012),Severe Storm,4/28/12,5/1/12,0,0,MO
Midwest/Ohio Valley Severe Weather (April-May 2012),Severe Storm,4/28/12,5/1/12,0,0,IL
Midwest/Ohio Valley Severe Weather (April-May 2012),Severe Storm,4/28/12,5/1/12,0,0,IN
Midwest/Ohio Valley Severe Weather (April-May 2012),Severe Storm,4/28/12,5/1/12,0,0,KY
Southern Plains/Midwest/Northeast Severe Weather (May 2012),Severe Storm,5/25/12,5/30/12,3018,1,TX
Southern Plains/Midwest/Northeast Severe Weather (May 2012),Severe Storm,5/25/12,5/30/12,0,0,OK
Southern Plains/Midwest/Northeast Severe Weather (May 2012),Severe Storm,5/25/12,5/30/12,0,0,KS
Southern Plains/Midwest/Northeast Severe Weather (May 2012),Severe Storm,5/25/12,5/30/12,0,0,MN
Southern Plains/Midwest/Northeast Severe Weather (May 2012),Severe Storm,5/25/12,5/30/12,0,0,PA
Southern Plains/Midwest/Northeast Severe Weather (May 2012),Severe Storm,5/25/12,5/30/12,0,0,NY
Rockies/Southwest Severe Weather (June 2012),Severe Storm,6/6/12,6/12/12,3429.1,0,CO
Rockies/Southwest Severe Weather (June 2012),Severe Storm,6/6/12,6/12/12,0,0,NM
Rockies/Southwest Severe Weather (June 2012),Severe Storm,6/6/12,6/12/12,0,0,TX
Plains/East/Northeast Derecho (June-July 2012),Severe Storm,6/29/12,7/2/12,3812.6,28,IL
Plains/East/Northeast Derecho (June-July 2012),Severe Storm,6/29/12,7/2/12,0,0,IN
Plains/East/Northeast Derecho (June-July 2012),Severe Storm,6/29/12,7/2/12,0,0,KY
Plains/East/Northeast Derecho (June-July 2012),Severe Storm,6/29/12,7/2/12,0,0,OH
Plains/East/Northeast Derecho (June-July 2012),Severe Storm,6/29/12,7/2/12,0,0,WV
Plains/East/Northeast Derecho (June-July 2012),Severe Storm,6/29/12,7/2/12,0,0,SC
Plains/East/Northeast Derecho (June-July 2012),Severe Storm,6/29/12,7/2/12,0,0,NC
Plains/East/Northeast Derecho (June-July 2012),Severe Storm,6/29/12,7/2/12,0,0,VA
Plains/East/Northeast Derecho (June-July 2012),Severe Storm,6/29/12,7/2/12,0,0,MD
Plains/East/Northeast Derecho (June-July 2012),Severe Storm,6/29/12,7/2/12,0,0,DC
Plains/East/Northeast Derecho (June-July 2012),Severe Storm,6/29/12,7/2/12,0,0,NJ
Hurricane Isaac (August 2012),Tropical Cyclone,8/26/12,8/31/12,3620.2,9,LA
Hurricane Isaac (August 2012),Tropical Cyclone,8/26/12,8/31/12,0,0,MS
Hurricane Isaac (August 2012),Tropical Cyclone,8/26/12,8/31/12,0,0,AL
Hurricane Isaac (August 2012),Tropical Cyclone,8/26/12,8/31/12,0,0,FL
Hurricane Sandy (October 2012),Tropical Cyclone,10/30/12,10/31/12,84551.6,159,MD
Hurricane Sandy (October 2012),Tropical Cyclone,10/30/12,10/31/12,0,0,DE
Hurricane Sandy (October 2012),Tropical Cyclone,10/30/12,10/31/12,0,0,NJ
Hurricane Sandy (October 2012),Tropical Cyclone,10/30/12,10/31/12,0,0,NY
Hurricane Sandy (October 2012),Tropical Cyclone,10/30/12,10/31/12,0,0,CT
Hurricane Sandy (October 2012),Tropical Cyclone,10/30/12,10/31/12,0,0,MA
Hurricane Sandy (October 2012),Tropical Cyclone,10/30/12,10/31/12,0,0,RI
Hurricane Sandy (October 2012),Tropical Cyclone,10/30/12,10/31/12,0,0,NC
Hurricane Sandy (October 2012),Tropical Cyclone,10/30/12,10/31/12,0,0,VA
Hurricane Sandy (October 2012),Tropical Cyclone,10/30/12,10/31/12,0,0,WV
Hurricane Sandy (October 2012),Tropical Cyclone,10/30/12,10/31/12,0,0,OH
Hurricane Sandy (October 2012),Tropical Cyclone,10/30/12,10/31/12,0,0,PA
Hurricane Sandy (October 2012),Tropical Cyclone,10/30/12,10/31/12,0,0,NH
Western Wildfires (Summer-Fall 2012),Wildfire,6/1/12,11/30/12,2294.9,8,CO
Western Wildfires (Summer-Fall 2012),Wildfire,6/1/12,11/30/12,0,0,ID
Western Wildfires (Summer-Fall 2012),Wildfire,6/1/12,11/30/12,0,0,WY
Western Wildfires (Summer-Fall 2012),Wildfire,6/1/12,11/30/12,0,0,MT
Western Wildfires (Summer-Fall 2012),Wildfire,6/1/12,11/30/12,0,0,CA
Western Wildfires (Summer-Fall 2012),Wildfire,6/1/12,11/30/12,0,0,NV
Western Wildfires (Summer-Fall 2012),Wildfire,6/1/12,11/30/12,0,0,OR
Western Wildfires (Summer-Fall 2012),Wildfire,6/1/12,11/30/12,0,0,WA
U.S. Drought/Heat Wave (2012),Drought,1/1/12,12/31/12,39904.7,123,CA
U.S. Drought/Heat Wave (2012),Drought,1/1/12,12/31/12,0,0,NV
U.S. Drought/Heat Wave (2012),Drought,1/1/12,12/31/12,0,0,ID
U.S. Drought/Heat Wave (2012),Drought,1/1/12,12/31/12,0,0,MT
U.S. Drought/Heat Wave (2012),Drought,1/1/12,12/31/12,0,0,WY
U.S. Drought/Heat Wave (2012),Drought,1/1/12,12/31/12,0,0,UT
U.S. Drought/Heat Wave (2012),Drought,1/1/12,12/31/12,0,0,CO
U.S. Drought/Heat Wave (2012),Drought,1/1/12,12/31/12,0,0,AZ
U.S. Drought/Heat Wave (2012),Drought,1/1/12,12/31/12,0,0,NM
U.S. Drought/Heat Wave (2012),Drought,1/1/12,12/31/12,0,0,TX
U.S. Drought/Heat Wave (2012),Drought,1/1/12,12/31/12,0,0,ND
U.S. Drought/Heat Wave (2012),Drought,1/1/12,12/31/12,0,0,SD
U.S. Drought/Heat Wave (2012),Drought,1/1/12,12/31/12,0,0,NE
U.S. Drought/Heat Wave (2012),Drought,1/1/12,12/31/12,0,0,KS
U.S. Drought/Heat Wave (2012),Drought,1/1/12,12/31/12,0,0,OK
U.S. Drought/Heat Wave (2012),Drought,1/1/12,12/31/12,0,0,AR
U.S. Drought/Heat Wave (2012),Drought,1/1/12,12/31/12,0,0,MO
U.S. Drought/Heat Wave (2012),Drought,1/1/12,12/31/12,0,0,IA
U.S. Drought/Heat Wave (2012),Drought,1/1/12,12/31/12,0,0,MN
U.S. Drought/Heat Wave (2012),Drought,1/1/12,12/31/12,0,0,IL
U.S. Drought/Heat Wave (2012),Drought,1/1/12,12/31/12,0,0,IN
U.S. Drought/Heat Wave (2012),Drought,1/1/12,12/31/12,0,0,GA
Southern Severe Weather (February 2013),Severe Storm,2/24/13,2/25/13,1198.6,1,LA
Southern Severe Weather (February 2013),Severe Storm,2/24/13,2/25/13,0,0,OK
Southern Severe Weather (February 2013),Severe Storm,2/24/13,2/25/13,0,0,TX
Southeast Severe Weather (March 2013),Severe Storm,3/18/13,3/18/13,2626,1,MS
Southeast Severe Weather (March 2013),Severe Storm,3/18/13,3/18/13,0,0,AL
Southeast Severe Weather (March 2013),Severe Storm,3/18/13,3/18/13,0,0,GA
Southeast Severe Weather (March 2013),Severe Storm,3/18/13,3/18/13,0,0,TN
Midwest/Plains Severe Weather (April 2013),Severe Storm,4/7/13,4/11/13,1877.2,1,IN
Midwest/Plains Severe Weather (April 2013),Severe Storm,4/7/13,4/11/13,0,0,KS
Midwest/Plains Severe Weather (April 2013),Severe Storm,4/7/13,4/11/13,0,0,MO
Midwest/Plains Severe Weather (April 2013),Severe Storm,4/7/13,4/11/13,0,0,NE
Illinois Flooding and Severe Weather (April 2013),Flooding,4/16/13,4/19/13,1400.1,4,IL
Midwest/Plains/East Tornadoes (May 2013),Tornadoes,5/18/13,5/22/13,3120.4,27,GA
Midwest/Plains/East Tornadoes (May 2013),Tornadoes,5/18/13,5/22/13,0,0,IA
Midwest/Plains/East Tornadoes (May 2013),Tornadoes,5/18/13,5/22/13,0,0,IL
Midwest/Plains/East Tornadoes (May 2013),Tornadoes,5/18/13,5/22/13,0,0,KS
Midwest/Plains/East Tornadoes (May 2013),Tornadoes,5/18/13,5/22/13,0,0,MO
Midwest/Plains/East Tornadoes (May 2013),Tornadoes,5/18/13,5/22/13,0,0,NY
Midwest/Plains/East Tornadoes (May 2013),Tornadoes,5/18/13,5/22/13,0,0,OK
Midwest/Plains/East Tornadoes (May 2013),Tornadoes,5/18/13,5/22/13,0,0,TX
Midwest/Plains/Northeast Tornadoes (May 2013),Tornadoes,5/27/13,5/31/13,2357.5,10,IL
Midwest/Plains/Northeast Tornadoes (May 2013),Tornadoes,5/27/13,5/31/13,0,0,IN
Midwest/Plains/Northeast Tornadoes (May 2013),Tornadoes,5/27/13,5/31/13,0,0,KS
Midwest/Plains/Northeast Tornadoes (May 2013),Tornadoes,5/27/13,5/31/13,0,0,MO
Midwest/Plains/Northeast Tornadoes (May 2013),Tornadoes,5/27/13,5/31/13,0,0,NY
Midwest/Plains/Northeast Tornadoes (May 2013),Tornadoes,5/27/13,5/31/13,0,0,OK
Midwest/Plains/Northeast Tornadoes (May 2013),Tornadoes,5/27/13,5/31/13,0,0,TX
Midwest Severe Weather (August 2013),Severe Storm,8/6/13,8/7/13,1344.2,0,MN
Midwest Severe Weather (August 2013),Severe Storm,8/6/13,8/7/13,0,0,WI
Colorado Flooding (September 2013),Flooding,9/10/13,9/16/13,1946,9,CO
Ohio Valley Tornadoes (November 2013),Tornadoes,11/17/13,11/17/13,1417.8,8,IL
Ohio Valley Tornadoes (November 2013),Tornadoes,11/17/13,11/17/13,0,0,IN
Ohio Valley Tornadoes (November 2013),Tornadoes,11/17/13,11/17/13,0,0,KY
Ohio Valley Tornadoes (November 2013),Tornadoes,11/17/13,11/17/13,0,0,MI
Ohio Valley Tornadoes (November 2013),Tornadoes,11/17/13,11/17/13,0,0,MO
Ohio Valley Tornadoes (November 2013),Tornadoes,11/17/13,11/17/13,0,0,OH
Western/Plains Drought/Heat Wave (Spring-Fall 2013),Drought,3/1/13,11/30/13,13658,53,AZ
Western/Plains Drought/Heat Wave (Spring-Fall 2013),Drought,3/1/13,11/30/13,0,0,CA
Western/Plains Drought/Heat Wave (Spring-Fall 2013),Drought,3/1/13,11/30/13,0,0,CO
Western/Plains Drought/Heat Wave (Spring-Fall 2013),Drought,3/1/13,11/30/13,0,0,IA
Western/Plains Drought/Heat Wave (Spring-Fall 2013),Drought,3/1/13,11/30/13,0,0,ID
Western/Plains Drought/Heat Wave (Spring-Fall 2013),Drought,3/1/13,11/30/13,0,0,IL
Western/Plains Drought/Heat Wave (Spring-Fall 2013),Drought,3/1/13,11/30/13,0,0,KS
Western/Plains Drought/Heat Wave (Spring-Fall 2013),Drought,3/1/13,11/30/13,0,0,MI
Western/Plains Drought/Heat Wave (Spring-Fall 2013),Drought,3/1/13,11/30/13,0,0,MN
Western/Plains Drought/Heat Wave (Spring-Fall 2013),Drought,3/1/13,11/30/13,0,0,MO
Western/Plains Drought/Heat Wave (Spring-Fall 2013),Drought,3/1/13,11/30/13,0,0,ND
Western/Plains Drought/Heat Wave (Spring-Fall 2013),Drought,3/1/13,11/30/13,0,0,NE
Western/Plains Drought/Heat Wave (Spring-Fall 2013),Drought,3/1/13,11/30/13,0,0,NM
Western/Plains Drought/Heat Wave (Spring-Fall 2013),Drought,3/1/13,11/30/13,0,0,NV
Western/Plains Drought/Heat Wave (Spring-Fall 2013),Drought,3/1/13,11/30/13,0,0,OK
Western/Plains Drought/Heat Wave (Spring-Fall 2013),Drought,3/1/13,11/30/13,0,0,OR
Western/Plains Drought/Heat Wave (Spring-Fall 2013),Drought,3/1/13,11/30/13,0,0,SD
Western/Plains Drought/Heat Wave (Spring-Fall 2013),Drought,3/1/13,11/30/13,0,0,TX
Western/Plains Drought/Heat Wave (Spring-Fall 2013),Drought,3/1/13,11/30/13,0,0,UT
Western/Plains Drought/Heat Wave (Spring-Fall 2013),Drought,3/1/13,11/30/13,0,0,WA
Western/Plains Drought/Heat Wave (Spring-Fall 2013),Drought,3/1/13,11/30/13,0,0,WI
Western/Plains Drought/Heat Wave (Spring-Fall 2013),Drought,3/1/13,11/30/13,0,0,WY
Midwest/Southeast/Northeast Winter Storm (January 2014),Winter Storm,1/5/14,1/8/14,2802.8,16,AL
Midwest/Southeast/Northeast Winter Storm (January 2014),Winter Storm,1/5/14,1/8/14,0,0,GA
Midwest/Southeast/Northeast Winter Storm (January 2014),Winter Storm,1/5/14,1/8/14,0,0,IL
Midwest/Southeast/Northeast Winter Storm (January 2014),Winter Storm,1/5/14,1/8/14,0,0,IN
Midwest/Southeast/Northeast Winter Storm (January 2014),Winter Storm,1/5/14,1/8/14,0,0,KY
Midwest/Southeast/Northeast Winter Storm (January 2014),Winter Storm,1/5/14,1/8/14,0,0,MD
Midwest/Southeast/Northeast Winter Storm (January 2014),Winter Storm,1/5/14,1/8/14,0,0,MI
Midwest/Southeast/Northeast Winter Storm (January 2014),Winter Storm,1/5/14,1/8/14,0,0,MO
Midwest/Southeast/Northeast Winter Storm (January 2014),Winter Storm,1/5/14,1/8/14,0,0,MS
Midwest/Southeast/Northeast Winter Storm (January 2014),Winter Storm,1/5/14,1/8/14,0,0,NC
Midwest/Southeast/Northeast Winter Storm (January 2014),Winter Storm,1/5/14,1/8/14,0,0,NJ
Midwest/Southeast/Northeast Winter Storm (January 2014),Winter Storm,1/5/14,1/8/14,0,0,NY
Midwest/Southeast/Northeast Winter Storm (January 2014),Winter Storm,1/5/14,1/8/14,0,0,OH
Midwest/Southeast/Northeast Winter Storm (January 2014),Winter Storm,1/5/14,1/8/14,0,0,PA
Midwest/Southeast/Northeast Winter Storm (January 2014),Winter Storm,1/5/14,1/8/14,0,0,SC
Midwest/Southeast/Northeast Winter Storm (January 2014),Winter Storm,1/5/14,1/8/14,0,0,TN
Midwest/Southeast/Northeast Winter Storm (January 2014),Winter Storm,1/5/14,1/8/14,0,0,VA
Plains Severe Weather (April 2014),Severe Storm,4/2/14,4/3/14,1822.7,0,IL
Plains Severe Weather (April 2014),Severe Storm,4/2/14,4/3/14,0,0,KS
Plains Severe Weather (April 2014),Severe Storm,4/2/14,4/3/14,0,0,MO
Plains Severe Weather (April 2014),Severe Storm,4/2/14,4/3/14,0,0,TX
Central Severe Weather (April 2014),Severe Storm,4/12/14,4/13/14,1165.8,0,IL
Central Severe Weather (April 2014),Severe Storm,4/12/14,4/13/14,0,0,IA
Central Severe Weather (April 2014),Severe Storm,4/12/14,4/13/14,0,0,MI
Central Severe Weather (April 2014),Severe Storm,4/12/14,4/13/14,0,0,WI
Central Severe Weather (April 2014),Severe Storm,4/12/14,4/13/14,0,0,TX
Midwest/Southeast/Northeast Tornadoes and Flooding (April 2014),Severe Storm,4/27/14,5/1/14,2204.8,33,AL
Midwest/Southeast/Northeast Tornadoes and Flooding (April 2014),Severe Storm,4/27/14,5/1/14,0,0,AR
Midwest/Southeast/Northeast Tornadoes and Flooding (April 2014),Severe Storm,4/27/14,5/1/14,0,0,DE
Midwest/Southeast/Northeast Tornadoes and Flooding (April 2014),Severe Storm,4/27/14,5/1/14,0,0,FL
Midwest/Southeast/Northeast Tornadoes and Flooding (April 2014),Severe Storm,4/27/14,5/1/14,0,0,GA
Midwest/Southeast/Northeast Tornadoes and Flooding (April 2014),Severe Storm,4/27/14,5/1/14,0,0,KS
Midwest/Southeast/Northeast Tornadoes and Flooding (April 2014),Severe Storm,4/27/14,5/1/14,0,0,MD
Midwest/Southeast/Northeast Tornadoes and Flooding (April 2014),Severe Storm,4/27/14,5/1/14,0,0,MO
Midwest/Southeast/Northeast Tornadoes and Flooding (April 2014),Severe Storm,4/27/14,5/1/14,0,0,MS
Midwest/Southeast/Northeast Tornadoes and Flooding (April 2014),Severe Storm,4/27/14,5/1/14,0,0,NC
Midwest/Southeast/Northeast Tornadoes and Flooding (April 2014),Severe Storm,4/27/14,5/1/14,0,0,NJ
Midwest/Southeast/Northeast Tornadoes and Flooding (April 2014),Severe Storm,4/27/14,5/1/14,0,0,NY
Midwest/Southeast/Northeast Tornadoes and Flooding (April 2014),Severe Storm,4/27/14,5/1/14,0,0,PA
Midwest/Southeast/Northeast Tornadoes and Flooding (April 2014),Severe Storm,4/27/14,5/1/14,0,0,TN
Midwest/Southeast/Northeast Tornadoes and Flooding (April 2014),Severe Storm,4/27/14,5/1/14,0,0,VA
Center Severe Weather (May 2014),Severe Storm,5/10/14,5/14/14,1083.5,0,KS
Center Severe Weather (May 2014),Severe Storm,5/10/14,5/14/14,0,0,NE
Center Severe Weather (May 2014),Severe Storm,5/10/14,5/14/14,0,0,MO
Center Severe Weather (May 2014),Severe Storm,5/10/14,5/14/14,0,0,IL
Center Severe Weather (May 2014),Severe Storm,5/10/14,5/14/14,0,0,IA
Center Severe Weather (May 2014),Severe Storm,5/10/14,5/14/14,0,0,OH
Center Severe Weather (May 2014),Severe Storm,5/10/14,5/14/14,0,0,WV
Rockies/Midwest/Eastern Severe Weather (May 2014),Severe Storm,5/18/14,5/23/14,4715.8,0,CO
Rockies/Midwest/Eastern Severe Weather (May 2014),Severe Storm,5/18/14,5/23/14,0,0,MT
Rockies/Midwest/Eastern Severe Weather (May 2014),Severe Storm,5/18/14,5/23/14,0,0,IA
Rockies/Midwest/Eastern Severe Weather (May 2014),Severe Storm,5/18/14,5/23/14,0,0,IL
Rockies/Midwest/Eastern Severe Weather (May 2014),Severe Storm,5/18/14,5/23/14,0,0,IN
Rockies/Midwest/Eastern Severe Weather (May 2014),Severe Storm,5/18/14,5/23/14,0,0,OH
Rockies/Midwest/Eastern Severe Weather (May 2014),Severe Storm,5/18/14,5/23/14,0,0,SC
Rockies/Midwest/Eastern Severe Weather (May 2014),Severe Storm,5/18/14,5/23/14,0,0,VA
Rockies/Midwest/Eastern Severe Weather (May 2014),Severe Storm,5/18/14,5/23/14,0,0,PA
Rockies/Midwest/Eastern Severe Weather (May 2014),Severe Storm,5/18/14,5/23/14,0,0,DE
Rockies/Midwest/Eastern Severe Weather (May 2014),Severe Storm,5/18/14,5/23/14,0,0,NY
Rockies/Central Plains Severe Weather (June 2014),Severe Storm,6/3/14,6/5/14,2437.5,2,NE
Rockies/Central Plains Severe Weather (June 2014),Severe Storm,6/3/14,6/5/14,0,0,KS
Rockies/Central Plains Severe Weather (June 2014),Severe Storm,6/3/14,6/5/14,0,0,WY
Rockies/Central Plains Severe Weather (June 2014),Severe Storm,6/3/14,6/5/14,0,0,IA
Rockies/Central Plains Severe Weather (June 2014),Severe Storm,6/3/14,6/5/14,0,0,AR
Michigan and Northeast Flooding (August 2014),Flooding,8/11/14,8/13/14,1310.3,2,MI
Rockies/Plains Severe Weather (September 2014),Severe Storm,9/29/14,10/2/14,1778.6,0,CO
Rockies/Plains Severe Weather (September 2014),Severe Storm,9/29/14,10/2/14,0,0,KS
Rockies/Plains Severe Weather (September 2014),Severe Storm,9/29/14,10/2/14,0,0,TX
Western Drought (2014),Drought,1/1/14,12/31/14,5097.6,0,CA
"Central and Eastern Winter storm, Cold Wave (February 2015)",Winter Storm,2/14/15,2/20/15,3821.3,30,CT
"Central and Eastern Winter storm, Cold Wave (February 2015)",Winter Storm,2/14/15,2/20/15,0,0,DE
"Central and Eastern Winter storm, Cold Wave (February 2015)",Winter Storm,2/14/15,2/20/15,0,0,GA
"Central and Eastern Winter storm, Cold Wave (February 2015)",Winter Storm,2/14/15,2/20/15,0,0,IL
"Central and Eastern Winter storm, Cold Wave (February 2015)",Winter Storm,2/14/15,2/20/15,0,0,KY
"Central and Eastern Winter storm, Cold Wave (February 2015)",Winter Storm,2/14/15,2/20/15,0,0,MA
"Central and Eastern Winter storm, Cold Wave (February 2015)",Winter Storm,2/14/15,2/20/15,0,0,MD
"Central and Eastern Winter storm, Cold Wave (February 2015)",Winter Storm,2/14/15,2/20/15,0,0,ME
"Central and Eastern Winter storm, Cold Wave (February 2015)",Winter Storm,2/14/15,2/20/15,0,0,MI
"Central and Eastern Winter storm, Cold Wave (February 2015)",Winter Storm,2/14/15,2/20/15,0,0,NC
"Central and Eastern Winter storm, Cold Wave (February 2015)",Winter Storm,2/14/15,2/20/15,0,0,NH
"Central and Eastern Winter storm, Cold Wave (February 2015)",Winter Storm,2/14/15,2/20/15,0,0,NJ
"Central and Eastern Winter storm, Cold Wave (February 2015)",Winter Storm,2/14/15,2/20/15,0,0,NY
"Central and Eastern Winter storm, Cold Wave (February 2015)",Winter Storm,2/14/15,2/20/15,0,0,OH
"Central and Eastern Winter storm, Cold Wave (February 2015)",Winter Storm,2/14/15,2/20/15,0,0,PA
"Central and Eastern Winter storm, Cold Wave (February 2015)",Winter Storm,2/14/15,2/20/15,0,0,RI
"Central and Eastern Winter storm, Cold Wave (February 2015)",Winter Storm,2/14/15,2/20/15,0,0,SC
"Central and Eastern Winter storm, Cold Wave (February 2015)",Winter Storm,2/14/15,2/20/15,0,0,TN
"Central and Eastern Winter storm, Cold Wave (February 2015)",Winter Storm,2/14/15,2/20/15,0,0,VA
Midwest/Ohio Valley Severe Weather (April 2015),Severe Storm,4/7/15,4/9/15,1990.9,2,AR
Midwest/Ohio Valley Severe Weather (April 2015),Severe Storm,4/7/15,4/9/15,0,0,IA
Midwest/Ohio Valley Severe Weather (April 2015),Severe Storm,4/7/15,4/9/15,0,0,IL
Midwest/Ohio Valley Severe Weather (April 2015),Severe Storm,4/7/15,4/9/15,0,0,IN
Midwest/Ohio Valley Severe Weather (April 2015),Severe Storm,4/7/15,4/9/15,0,0,KS
Midwest/Ohio Valley Severe Weather (April 2015),Severe Storm,4/7/15,4/9/15,0,0,KY
Midwest/Ohio Valley Severe Weather (April 2015),Severe Storm,4/7/15,4/9/15,0,0,MI
Midwest/Ohio Valley Severe Weather (April 2015),Severe Storm,4/7/15,4/9/15,0,0,MO
Midwest/Ohio Valley Severe Weather (April 2015),Severe Storm,4/7/15,4/9/15,0,0,NC
Midwest/Ohio Valley Severe Weather (April 2015),Severe Storm,4/7/15,4/9/15,0,0,OH
Midwest/Ohio Valley Severe Weather (April 2015),Severe Storm,4/7/15,4/9/15,0,0,OK
Midwest/Ohio Valley Severe Weather (April 2015),Severe Storm,4/7/15,4/9/15,0,0,PA
Midwest/Ohio Valley Severe Weather (April 2015),Severe Storm,4/7/15,4/9/15,0,0,TN
Midwest/Ohio Valley Severe Weather (April 2015),Severe Storm,4/7/15,4/9/15,0,0,TX
Midwest/Ohio Valley Severe Weather (April 2015),Severe Storm,4/7/15,4/9/15,0,0,WI
Midwest/Ohio Valley Severe Weather (April 2015),Severe Storm,4/7/15,4/9/15,0,0,WV
South/Southeast Severe Weather (April 2015),Severe Storm,4/18/15,4/20/15,1643.4,0,AL
South/Southeast Severe Weather (April 2015),Severe Storm,4/18/15,4/20/15,0,0,AR
South/Southeast Severe Weather (April 2015),Severe Storm,4/18/15,4/20/15,0,0,FL
South/Southeast Severe Weather (April 2015),Severe Storm,4/18/15,4/20/15,0,0,GA
South/Southeast Severe Weather (April 2015),Severe Storm,4/18/15,4/20/15,0,0,KS
South/Southeast Severe Weather (April 2015),Severe Storm,4/18/15,4/20/15,0,0,LA
South/Southeast Severe Weather (April 2015),Severe Storm,4/18/15,4/20/15,0,0,MS
South/Southeast Severe Weather (April 2015),Severe Storm,4/18/15,4/20/15,0,0,NC
South/Southeast Severe Weather (April 2015),Severe Storm,4/18/15,4/20/15,0,0,OK
South/Southeast Severe Weather (April 2015),Severe Storm,4/18/15,4/20/15,0,0,SC
South/Southeast Severe Weather (April 2015),Severe Storm,4/18/15,4/20/15,0,0,TN
South/Southeast Severe Weather (April 2015),Severe Storm,4/18/15,4/20/15,0,0,TX
South and Southeast Severe Weather (April 2015),Severe Storm,4/24/15,4/25/15,1208.3,3,AL
South and Southeast Severe Weather (April 2015),Severe Storm,4/24/15,4/25/15,0,0,FL
South and Southeast Severe Weather (April 2015),Severe Storm,4/24/15,4/25/15,0,0,GA
South and Southeast Severe Weather (April 2015),Severe Storm,4/24/15,4/25/15,0,0,KY
South and Southeast Severe Weather (April 2015),Severe Storm,4/24/15,4/25/15,0,0,LA
South and Southeast Severe Weather (April 2015),Severe Storm,4/24/15,4/25/15,0,0,MS
South and Southeast Severe Weather (April 2015),Severe Storm,4/24/15,4/25/15,0,0,TX
Southern Plains Tornadoes (May 2015),Tornadoes,5/6/15,5/10/15,1615.6,4,IA
Southern Plains Tornadoes (May 2015),Tornadoes,5/6/15,5/10/15,0,0,KS
Southern Plains Tornadoes (May 2015),Tornadoes,5/6/15,5/10/15,0,0,NE
Southern Plains Tornadoes (May 2015),Tornadoes,5/6/15,5/10/15,0,0,OK
Southern Plains Tornadoes (May 2015),Tornadoes,5/6/15,5/10/15,0,0,CO
Southern Plains Tornadoes (May 2015),Tornadoes,5/6/15,5/10/15,0,0,SD
Southern Plains Tornadoes (May 2015),Tornadoes,5/6/15,5/10/15,0,0,TX
Texas and Oklahoma Flooding and Severe Weather (May 2015),Flooding,5/23/15,5/26/15,3225.4,31,TX
Texas and Oklahoma Flooding and Severe Weather (May 2015),Flooding,5/23/15,5/26/15,0,0,OK
Central and Northeast Severe Weather (June 2015),Severe Storm,6/21/15,6/25/15,1476.9,1,CO
Central and Northeast Severe Weather (June 2015),Severe Storm,6/21/15,6/25/15,0,0,CT
Central and Northeast Severe Weather (June 2015),Severe Storm,6/21/15,6/25/15,0,0,IA
Central and Northeast Severe Weather (June 2015),Severe Storm,6/21/15,6/25/15,0,0,IL
Central and Northeast Severe Weather (June 2015),Severe Storm,6/21/15,6/25/15,0,0,MD
Central and Northeast Severe Weather (June 2015),Severe Storm,6/21/15,6/25/15,0,0,MI
Central and Northeast Severe Weather (June 2015),Severe Storm,6/21/15,6/25/15,0,0,NJ
Central and Northeast Severe Weather (June 2015),Severe Storm,6/21/15,6/25/15,0,0,NY
Central and Northeast Severe Weather (June 2015),Severe Storm,6/21/15,6/25/15,0,0,PA
Central and Northeast Severe Weather (June 2015),Severe Storm,6/21/15,6/25/15,0,0,SD
Central and Northeast Severe Weather (June 2015),Severe Storm,6/21/15,6/25/15,0,0,VA
Central and Northeast Severe Weather (June 2015),Severe Storm,6/21/15,6/25/15,0,0,WI
South Carolina and East Coast Flooding (October 2015),Flooding,10/1/15,10/5/15,2537.7,25,SC
Western and Alaskan Wildfires (Summer-Fall 2015),Wildfire,6/1/15,11/30/15,3815.3,12,OR
Western and Alaskan Wildfires (Summer-Fall 2015),Wildfire,6/1/15,11/30/15,0,0,WA
Western and Alaskan Wildfires (Summer-Fall 2015),Wildfire,6/1/15,11/30/15,0,0,ID
Western and Alaskan Wildfires (Summer-Fall 2015),Wildfire,6/1/15,11/30/15,0,0,MT
Western and Alaskan Wildfires (Summer-Fall 2015),Wildfire,6/1/15,11/30/15,0,0,ND
